id;date_text;event_ref;context
d57;1864 г.;;"21 Судя по числу народонаселения губернии 327 094, число совершенных в 1864 г. преступлений относится к числу жителей как 1:285; в предшествовавшем 1863 г. это отношение выражалось как 1:235; но по числу преступлений, показанных по ведомости под № 23, еще невозможно вывести заключения о нравственности народонаселения, потому что в оную вносятся уголовные преступления, по которым производятся формальные следствия, проступки же, по которым производятся лишь полицейские разбирательства, не показываются. К последней категории относятся и маловажные кражи, которые, в особенности в округах, не известны полиции — по причине отсутствия общественного суда при волостных правлениях и на сельских сходках. Природные жители губернии не отличаются чистотою нравов и особенно нерелигиозны и суеверны; мужчины склонны к пьянству, разврату, сутяжничеству и воровству, а женщины — ленивы и распутны. Пьянство и разврат развивают преимущественно возвращающиеся с золотых промыслов приказчики и рабочие, а воровство, мошенничество и конокрадство распространяют беспрестанно прибывающие ссыльные, которых в 1864 г. считалось 50 375 душ, и перечисленные в казаки штрафованные нижние чины, влияние последних чрезвычайно пагубно для молодого казачьего поколения, между тем казаки-старожилы отличались трезвостью, трудолюбием и чистотою нрава. Более других сословий в важнейших преступлениях попадаются поселенцы, так что в числе 1 203 открытых в 1864 г. преступников заключалось 414 поселенцев и 54 ссыльнокаторжных, то есть немного менее половины, тогда как число их составляет около 4-й части общего народонаселения губернии. Количество сих людей увеличивается еще ссыльными других сибирских губерний, прибывающими сюда для работ на золотых промыслах. Подкидышей в 1864 г. не было. Незаконнорожденных было 1 013. В 1864 г. сослано в Сибирь: 1. На житье: а) из привилегированного звания и городских — 13 муж., 1 жен.;"
d58;1864 г.;;"21 Судя по числу народонаселения губернии 327 094, число совершенных в 1864 г. преступлений относится к числу жителей как 1:285; в предшествовавшем 1863 г. это отношение выражалось как 1:235; но по числу преступлений, показанных по ведомости под № 23, еще невозможно вывести заключения о нравственности народонаселения, потому что в оную вносятся уголовные преступления, по которым производятся формальные следствия, проступки же, по которым производятся лишь полицейские разбирательства, не показываются. К последней категории относятся и маловажные кражи, которые, в особенности в округах, не известны полиции — по причине отсутствия общественного суда при волостных правлениях и на сельских сходках. Природные жители губернии не отличаются чистотою нравов и особенно нерелигиозны и суеверны; мужчины склонны к пьянству, разврату, сутяжничеству и воровству, а женщины — ленивы и распутны. Пьянство и разврат развивают преимущественно возвращающиеся с золотых промыслов приказчики и рабочие, а воровство, мошенничество и конокрадство распространяют беспрестанно прибывающие ссыльные, которых в 1864 г. считалось 50 375 душ, и перечисленные в казаки штрафованные нижние чины, влияние последних чрезвычайно пагубно для молодого казачьего поколения, между тем казаки-старожилы отличались трезвостью, трудолюбием и чистотою нрава. Более других сословий в важнейших преступлениях попадаются поселенцы, так что в числе 1 203 открытых в 1864 г. преступников заключалось 414 поселенцев и 54 ссыльнокаторжных, то есть немного менее половины, тогда как число их составляет около 4-й части общего народонаселения губернии. Количество сих людей увеличивается еще ссыльными других сибирских губерний, прибывающими сюда для работ на золотых промыслах. Подкидышей в 1864 г. не было. Незаконнорожденных было 1 013. В 1864 г. сослано в Сибирь: 1. На житье: а) из привилегированного звания и городских — 13 муж., 1 жен.;"
d59;1864 г.;;"21 Судя по числу народонаселения губернии 327 094, число совершенных в 1864 г. преступлений относится к числу жителей как 1:285; в предшествовавшем 1863 г. это отношение выражалось как 1:235; но по числу преступлений, показанных по ведомости под № 23, еще невозможно вывести заключения о нравственности народонаселения, потому что в оную вносятся уголовные преступления, по которым производятся формальные следствия, проступки же, по которым производятся лишь полицейские разбирательства, не показываются. К последней категории относятся и маловажные кражи, которые, в особенности в округах, не известны полиции — по причине отсутствия общественного суда при волостных правлениях и на сельских сходках. Природные жители губернии не отличаются чистотою нравов и особенно нерелигиозны и суеверны; мужчины склонны к пьянству, разврату, сутяжничеству и воровству, а женщины — ленивы и распутны. Пьянство и разврат развивают преимущественно возвращающиеся с золотых промыслов приказчики и рабочие, а воровство, мошенничество и конокрадство распространяют беспрестанно прибывающие ссыльные, которых в 1864 г. считалось 50 375 душ, и перечисленные в казаки штрафованные нижние чины, влияние последних чрезвычайно пагубно для молодого казачьего поколения, между тем казаки-старожилы отличались трезвостью, трудолюбием и чистотою нрава. Более других сословий в важнейших преступлениях попадаются поселенцы, так что в числе 1 203 открытых в 1864 г. преступников заключалось 414 поселенцев и 54 ссыльнокаторжных, то есть немного менее половины, тогда как число их составляет около 4-й части общего народонаселения губернии. Количество сих людей увеличивается еще ссыльными других сибирских губерний, прибывающими сюда для работ на золотых промыслах. Подкидышей в 1864 г. не было. Незаконнорожденных было 1 013. В 1864 г. сослано в Сибирь: 1. На житье: а) из привилегированного звания и городских — 13 муж., 1 жен.;"
d60;1864 г.;;"21 Судя по числу народонаселения губернии 327 094, число совершенных в 1864 г. преступлений относится к числу жителей как 1:285; в предшествовавшем 1863 г. это отношение выражалось как 1:235; но по числу преступлений, показанных по ведомости под № 23, еще невозможно вывести заключения о нравственности народонаселения, потому что в оную вносятся уголовные преступления, по которым производятся формальные следствия, проступки же, по которым производятся лишь полицейские разбирательства, не показываются. К последней категории относятся и маловажные кражи, которые, в особенности в округах, не известны полиции — по причине отсутствия общественного суда при волостных правлениях и на сельских сходках. Природные жители губернии не отличаются чистотою нравов и особенно нерелигиозны и суеверны; мужчины склонны к пьянству, разврату, сутяжничеству и воровству, а женщины — ленивы и распутны. Пьянство и разврат развивают преимущественно возвращающиеся с золотых промыслов приказчики и рабочие, а воровство, мошенничество и конокрадство распространяют беспрестанно прибывающие ссыльные, которых в 1864 г. считалось 50 375 душ, и перечисленные в казаки штрафованные нижние чины, влияние последних чрезвычайно пагубно для молодого казачьего поколения, между тем казаки-старожилы отличались трезвостью, трудолюбием и чистотою нрава. Более других сословий в важнейших преступлениях попадаются поселенцы, так что в числе 1 203 открытых в 1864 г. преступников заключалось 414 поселенцев и 54 ссыльнокаторжных, то есть немного менее половины, тогда как число их составляет около 4-й части общего народонаселения губернии. Количество сих людей увеличивается еще ссыльными других сибирских губерний, прибывающими сюда для работ на золотых промыслах. Подкидышей в 1864 г. не было. Незаконнорожденных было 1 013. В 1864 г. сослано в Сибирь: 1. На житье: а) из привилегированного звания и городских — 13 муж., 1 жен.;"
d61;1864 г.;;"22 крестьян государственных: б) по приговорам обществ — 75 муж., 16 жен.; в) по решениям судебных мест — 92 муж., 36 жен. 2. На водворение крестьян по судебным решениям — 1 142 муж., 330 жен. 3. На поселение крестьян и ссыльнопоселенцев — 1 209 муж., 108 жен. 4. В работу ссыльнокаторжных в Троицкий солеварный завод — 200 муж., 20 жен. Итого: 2 731 муж., 511 жен. Всего: 3 242. Политических преступников из Царства Польского и западных губерний: 1. На житье привилегированных сословий — 5 муж., 0 жен. 2. На водворение привилегированного сословия — 1 муж., 0 жен. 3. На поселение: а) привилегированного сословия — 566 муж., 2 жен.; б) простого звания — 122 муж., 0 жен.; в) неизвестного звания — 167 муж., 0 жен. 4. В работу, каторжный, в Троицкий завод — 1 муж., 0 жен. Итого: 862 муж., 2 жен. Всего: 864. Е. Раскольники Раскольников считалось 2 203 души обоего пола. В течение 1864 г. обратилось к Св. Православной Церкви из сект: беспоповщинской — 2 и малаканов — 2, а всего 4 души. Распространения вредных ересей по губернии в 1864 г. не обнаружено. Раскольнических молелен в губернии нет. Ведомость о раскольниках приложена под № 24. Ж. Иноверцы Иноверцев считалось 15 466 обоего пола душ. В 1864 г. присоединилось к православию: из римско-католического исповедания — 10, из лютеранского — 12 обоего пола душ."
d62;1864 г.;;"22 крестьян государственных: б) по приговорам обществ — 75 муж., 16 жен.; в) по решениям судебных мест — 92 муж., 36 жен. 2. На водворение крестьян по судебным решениям — 1 142 муж., 330 жен. 3. На поселение крестьян и ссыльнопоселенцев — 1 209 муж., 108 жен. 4. В работу ссыльнокаторжных в Троицкий солеварный завод — 200 муж., 20 жен. Итого: 2 731 муж., 511 жен. Всего: 3 242. Политических преступников из Царства Польского и западных губерний: 1. На житье привилегированных сословий — 5 муж., 0 жен. 2. На водворение привилегированного сословия — 1 муж., 0 жен. 3. На поселение: а) привилегированного сословия — 566 муж., 2 жен.; б) простого звания — 122 муж., 0 жен.; в) неизвестного звания — 167 муж., 0 жен. 4. В работу, каторжный, в Троицкий завод — 1 муж., 0 жен. Итого: 862 муж., 2 жен. Всего: 864. Е. Раскольники Раскольников считалось 2 203 души обоего пола. В течение 1864 г. обратилось к Св. Православной Церкви из сект: беспоповщинской — 2 и малаканов — 2, а всего 4 души. Распространения вредных ересей по губернии в 1864 г. не обнаружено. Раскольнических молелен в губернии нет. Ведомость о раскольниках приложена под № 24. Ж. Иноверцы Иноверцев считалось 15 466 обоего пола душ. В 1864 г. присоединилось к православию: из римско-католического исповедания — 10, из лютеранского — 12 обоего пола душ."
d63;1864 г.;;"22 крестьян государственных: б) по приговорам обществ — 75 муж., 16 жен.; в) по решениям судебных мест — 92 муж., 36 жен. 2. На водворение крестьян по судебным решениям — 1 142 муж., 330 жен. 3. На поселение крестьян и ссыльнопоселенцев — 1 209 муж., 108 жен. 4. В работу ссыльнокаторжных в Троицкий солеварный завод — 200 муж., 20 жен. Итого: 2 731 муж., 511 жен. Всего: 3 242. Политических преступников из Царства Польского и западных губерний: 1. На житье привилегированных сословий — 5 муж., 0 жен. 2. На водворение привилегированного сословия — 1 муж., 0 жен. 3. На поселение: а) привилегированного сословия — 566 муж., 2 жен.; б) простого звания — 122 муж., 0 жен.; в) неизвестного звания — 167 муж., 0 жен. 4. В работу, каторжный, в Троицкий завод — 1 муж., 0 жен. Итого: 862 муж., 2 жен. Всего: 864. Е. Раскольники Раскольников считалось 2 203 души обоего пола. В течение 1864 г. обратилось к Св. Православной Церкви из сект: беспоповщинской — 2 и малаканов — 2, а всего 4 души. Распространения вредных ересей по губернии в 1864 г. не обнаружено. Раскольнических молелен в губернии нет. Ведомость о раскольниках приложена под № 24. Ж. Иноверцы Иноверцев считалось 15 466 обоего пола душ. В 1864 г. присоединилось к православию: из римско-католического исповедания — 10, из лютеранского — 12 обоего пола душ."
d64;1864 г.;;"23 Приняли Св. Крещение: евреев — 3, магометан — 9, идолопоклонников — 156, а всего — 168 душ. Ведомость об иноверцах приложена под № 25. З. Бессрочноотпускные Список о бессрочноотпускных нижних чинах, коих считалось 476 человек, прилагается под № 6. Все они, за исключением одного, в поведении одобряются. И. Отставные нижние чины Отставных нижних чинов 1 784, из них живут:  хлебопашеством — 690;  торговлею — 62;  частною службою — 260;  разными ремеслами — 378;  пенсионом — 7;  находятся на казенном содержании — 63;  у родственников — 324. Итого: 1 784. Солдаток в губернии — 1 686. Из них:  остаются в семействах — 731;  имеют отдельную оседлость и хозяйство — 421;  в отлучке по билетам и паспортам — 111;  неоседлых на собственном пропитании — 401;  в безызвестной отлучке — 22. Итого: 1 686. Й. Иностранцы В 1864 г. выдано от начальника Енисейской губернии иностранным подданным билетов — 16. В том числе:  ремесленникам — 8;  занимающимся частною службою — 8. Присяги на подданство никто не принимал. К. Происшествия Число происшествий исчислено в ведомости под № 26."
d65;1865 г.;;"24 Л. Жалобы Письменных жалоб поступило — 938. Из них:  передано по принадлежности — 261;  собираются сведения по — 344;  признано уважительными — 116;  отказано по — 217. М. Беглые и бродяги Поймано беглых в городах — 123, в округах — 219, в том числе бежавших из ссылки в Сибирь 54, в числе сих последних 3 женщины. Военных дезертиров поймано и предано суду 8 человек. Пристанодержателей открыто и предано суду 24 человека. Н. Арестанты Число арестантов видно из ведомости под № 5, в которой показаны и рассмотренные приговоры. По судебным приговорам содержалось в тюрьмах и под арестом 154 человека. О. Тюремные замки В выстроенном в губернском г. Красноярске каменном тюремном замке, оказавшемся неудобным по тесноте своей, признано необходимым произвести новые постройки и переделки. Исчисленная на этот предмет по утвержденным в установленном порядке строительным сметам сумма 14 708 руб. 17 коп. внесена в смету о земских повинностях на трехлетие с 1865 г.; работы предположено произвести хозяйственным порядком, под наблюдением директоров Губернского комитета попечительного о тюрьмах общества. Постройка каменного тюремного замка в г. Енисейске продолжается успешно и должна быть окончена в текущем году. Сверх обязательных по смете работ будет устроена внутри острога церковь, для которой крестьянином из поселенцев Николаем Волоховичем пожертвована богатая утварь."
d66;15 марта 1866 г.;;"25 Работы по постройке деревянного острога в г. Минусинске, по заключенному с подрядчиком контракту, должны быть окончены к 15 марта 1866 г. Постройка деревянного острога в г. Канске окончена. Капитальные исправления в существующем в г. Ачинске деревянном остроге, начатые с весны 1864 г., — продолжаются под наблюдением особого Строительного комитета. П. Этапы Этапных помещений 8 и устроенных для ночлегов арестантских партий 10. Из предположенных к постройке 16 новых этапных и ночлежных помещений в 1863 г. окончено 10, постройка хозяйственным образом, 5 помещений будут окончены в наступающем июне; строящийся же этап вместо сгоревшего от молнии в деревне Малокемчугской по заключенному с подрядчиком контракту должен быть окончен к 1 февраля 1866 г. Р. Рабочий и смирительный дома В Енисейской губернии рабочих и смирительных домов нет. С. Арестантская рота гражданского ведомства Арестантских рот гражданского ведомства в Енисейской губернии нет. Т. Состоящие под надзором полиции В 1864 г. под надзором полиции состояло 65 человек. Из них 31 вели себя хорошо, 31 — порядочно и 3 — неодобрительно. Кроме того, в 1864 г. в губернии находилось 909 человек политических преступников. Из них: *** — вели себя хорошо, поведение же остальных неизвестно — по недавнему их прибытию в Сибирь. Отводов казенных земель, 15-десятинной пропорции, политическим преступникам в 1864 г. делаемо не было."
d67;1864 г.;;"25 Работы по постройке деревянного острога в г. Минусинске, по заключенному с подрядчиком контракту, должны быть окончены к 15 марта 1866 г. Постройка деревянного острога в г. Канске окончена. Капитальные исправления в существующем в г. Ачинске деревянном остроге, начатые с весны 1864 г., — продолжаются под наблюдением особого Строительного комитета. П. Этапы Этапных помещений 8 и устроенных для ночлегов арестантских партий 10. Из предположенных к постройке 16 новых этапных и ночлежных помещений в 1863 г. окончено 10, постройка хозяйственным образом, 5 помещений будут окончены в наступающем июне; строящийся же этап вместо сгоревшего от молнии в деревне Малокемчугской по заключенному с подрядчиком контракту должен быть окончен к 1 февраля 1866 г. Р. Рабочий и смирительный дома В Енисейской губернии рабочих и смирительных домов нет. С. Арестантская рота гражданского ведомства Арестантских рот гражданского ведомства в Енисейской губернии нет. Т. Состоящие под надзором полиции В 1864 г. под надзором полиции состояло 65 человек. Из них 31 вели себя хорошо, 31 — порядочно и 3 — неодобрительно. Кроме того, в 1864 г. в губернии находилось 909 человек политических преступников. Из них: *** — вели себя хорошо, поведение же остальных неизвестно — по недавнему их прибытию в Сибирь. Отводов казенных земель, 15-десятинной пропорции, политическим преступникам в 1864 г. делаемо не было."
d68;1863 г.;;"25 Работы по постройке деревянного острога в г. Минусинске, по заключенному с подрядчиком контракту, должны быть окончены к 15 марта 1866 г. Постройка деревянного острога в г. Канске окончена. Капитальные исправления в существующем в г. Ачинске деревянном остроге, начатые с весны 1864 г., — продолжаются под наблюдением особого Строительного комитета. П. Этапы Этапных помещений 8 и устроенных для ночлегов арестантских партий 10. Из предположенных к постройке 16 новых этапных и ночлежных помещений в 1863 г. окончено 10, постройка хозяйственным образом, 5 помещений будут окончены в наступающем июне; строящийся же этап вместо сгоревшего от молнии в деревне Малокемчугской по заключенному с подрядчиком контракту должен быть окончен к 1 февраля 1866 г. Р. Рабочий и смирительный дома В Енисейской губернии рабочих и смирительных домов нет. С. Арестантская рота гражданского ведомства Арестантских рот гражданского ведомства в Енисейской губернии нет. Т. Состоящие под надзором полиции В 1864 г. под надзором полиции состояло 65 человек. Из них 31 вели себя хорошо, 31 — порядочно и 3 — неодобрительно. Кроме того, в 1864 г. в губернии находилось 909 человек политических преступников. Из них: *** — вели себя хорошо, поведение же остальных неизвестно — по недавнему их прибытию в Сибирь. Отводов казенных земель, 15-десятинной пропорции, политическим преступникам в 1864 г. делаемо не было."
d69;1 февраля 1866 г.;;"25 Работы по постройке деревянного острога в г. Минусинске, по заключенному с подрядчиком контракту, должны быть окончены к 15 марта 1866 г. Постройка деревянного острога в г. Канске окончена. Капитальные исправления в существующем в г. Ачинске деревянном остроге, начатые с весны 1864 г., — продолжаются под наблюдением особого Строительного комитета. П. Этапы Этапных помещений 8 и устроенных для ночлегов арестантских партий 10. Из предположенных к постройке 16 новых этапных и ночлежных помещений в 1863 г. окончено 10, постройка хозяйственным образом, 5 помещений будут окончены в наступающем июне; строящийся же этап вместо сгоревшего от молнии в деревне Малокемчугской по заключенному с подрядчиком контракту должен быть окончен к 1 февраля 1866 г. Р. Рабочий и смирительный дома В Енисейской губернии рабочих и смирительных домов нет. С. Арестантская рота гражданского ведомства Арестантских рот гражданского ведомства в Енисейской губернии нет. Т. Состоящие под надзором полиции В 1864 г. под надзором полиции состояло 65 человек. Из них 31 вели себя хорошо, 31 — порядочно и 3 — неодобрительно. Кроме того, в 1864 г. в губернии находилось 909 человек политических преступников. Из них: *** — вели себя хорошо, поведение же остальных неизвестно — по недавнему их прибытию в Сибирь. Отводов казенных земель, 15-десятинной пропорции, политическим преступникам в 1864 г. делаемо не было."
d70;1864 г.;;"25 Работы по постройке деревянного острога в г. Минусинске, по заключенному с подрядчиком контракту, должны быть окончены к 15 марта 1866 г. Постройка деревянного острога в г. Канске окончена. Капитальные исправления в существующем в г. Ачинске деревянном остроге, начатые с весны 1864 г., — продолжаются под наблюдением особого Строительного комитета. П. Этапы Этапных помещений 8 и устроенных для ночлегов арестантских партий 10. Из предположенных к постройке 16 новых этапных и ночлежных помещений в 1863 г. окончено 10, постройка хозяйственным образом, 5 помещений будут окончены в наступающем июне; строящийся же этап вместо сгоревшего от молнии в деревне Малокемчугской по заключенному с подрядчиком контракту должен быть окончен к 1 февраля 1866 г. Р. Рабочий и смирительный дома В Енисейской губернии рабочих и смирительных домов нет. С. Арестантская рота гражданского ведомства Арестантских рот гражданского ведомства в Енисейской губернии нет. Т. Состоящие под надзором полиции В 1864 г. под надзором полиции состояло 65 человек. Из них 31 вели себя хорошо, 31 — порядочно и 3 — неодобрительно. Кроме того, в 1864 г. в губернии находилось 909 человек политических преступников. Из них: *** — вели себя хорошо, поведение же остальных неизвестно — по недавнему их прибытию в Сибирь. Отводов казенных земель, 15-десятинной пропорции, политическим преступникам в 1864 г. делаемо не было."
d71;1864 г.;;"25 Работы по постройке деревянного острога в г. Минусинске, по заключенному с подрядчиком контракту, должны быть окончены к 15 марта 1866 г. Постройка деревянного острога в г. Канске окончена. Капитальные исправления в существующем в г. Ачинске деревянном остроге, начатые с весны 1864 г., — продолжаются под наблюдением особого Строительного комитета. П. Этапы Этапных помещений 8 и устроенных для ночлегов арестантских партий 10. Из предположенных к постройке 16 новых этапных и ночлежных помещений в 1863 г. окончено 10, постройка хозяйственным образом, 5 помещений будут окончены в наступающем июне; строящийся же этап вместо сгоревшего от молнии в деревне Малокемчугской по заключенному с подрядчиком контракту должен быть окончен к 1 февраля 1866 г. Р. Рабочий и смирительный дома В Енисейской губернии рабочих и смирительных домов нет. С. Арестантская рота гражданского ведомства Арестантских рот гражданского ведомства в Енисейской губернии нет. Т. Состоящие под надзором полиции В 1864 г. под надзором полиции состояло 65 человек. Из них 31 вели себя хорошо, 31 — порядочно и 3 — неодобрительно. Кроме того, в 1864 г. в губернии находилось 909 человек политических преступников. Из них: *** — вели себя хорошо, поведение же остальных неизвестно — по недавнему их прибытию в Сибирь. Отводов казенных земель, 15-десятинной пропорции, политическим преступникам в 1864 г. делаемо не было."
d72;1864 г.;;"25 Работы по постройке деревянного острога в г. Минусинске, по заключенному с подрядчиком контракту, должны быть окончены к 15 марта 1866 г. Постройка деревянного острога в г. Канске окончена. Капитальные исправления в существующем в г. Ачинске деревянном остроге, начатые с весны 1864 г., — продолжаются под наблюдением особого Строительного комитета. П. Этапы Этапных помещений 8 и устроенных для ночлегов арестантских партий 10. Из предположенных к постройке 16 новых этапных и ночлежных помещений в 1863 г. окончено 10, постройка хозяйственным образом, 5 помещений будут окончены в наступающем июне; строящийся же этап вместо сгоревшего от молнии в деревне Малокемчугской по заключенному с подрядчиком контракту должен быть окончен к 1 февраля 1866 г. Р. Рабочий и смирительный дома В Енисейской губернии рабочих и смирительных домов нет. С. Арестантская рота гражданского ведомства Арестантских рот гражданского ведомства в Енисейской губернии нет. Т. Состоящие под надзором полиции В 1864 г. под надзором полиции состояло 65 человек. Из них 31 вели себя хорошо, 31 — порядочно и 3 — неодобрительно. Кроме того, в 1864 г. в губернии находилось 909 человек политических преступников. Из них: *** — вели себя хорошо, поведение же остальных неизвестно — по недавнему их прибытию в Сибирь. Отводов казенных земель, 15-десятинной пропорции, политическим преступникам в 1864 г. делаемо не было."
d73;1864 г.;;"26 IIV. V. НАРОДНОЕ ЗДРАВИЕНАРОДНОЕ ЗДРАВИЕ А. Врачи Врачей в губернии всего — 23. Из них на службе — 20. В том числе:  в губернском городе Красноярске — 7;  в окружных городах и округах — 7;  на местных золотых промыслах — 6;  вольнопрактикующих — 3. Городовые врачи находятся в городах: Красноярске, Енисейске, Канске и Минусинске. Предположение, основанное на необходимой потребности о назначении в г. Ачинске особого городового врача, находится в рассмотрении Министерства внутренних дел. Б. Аптеки Казенных аптек в губернии нет. Частных две — одна в Красноярске, а другая — в Енисейске. Беспорядков по содержанию аптек в 1864 г. не обнаружено. В. Оспопрививание Оспопрививание в 1864 г. производилось под наблюдением городовых и окружных врачей оспенными учениками, коих считалось 74 человека, с должною деятельностью и успехом. В 1864 г. привита оспа 8 824 младенцам, против 1863 г. менее — 495 младенцам. Г. Заразительные болезни Господствовавшими в 1864 г. болезнями на людях были: тифозная горячка ( Febris Typhoidea ), натуральная оспа (Variola), кровавый понос (Dysenteria) и корь (Exanthema), и хотя только в немногих местностях принимали эпидемический характер, но смертность вообще в губернии оказалась значительной. Исполнение мер, предписанных от Министерства внутренних дел, к прекращению любострастной болезни производилось как полициями, так и врачами с надлежащею заботливостью."
